rank	char	sound_code	aux_code	input_code	delimited_input	weight
5905	崤	xr	i	xri	xr;i	82
5906	澶	vo	i	voi	vo;i	43
5907	甾	zx	s	zxs	zx;s	31
5908	欹	qn	b	qnb	qn;b	39
5909	瞽	gj	g	gjg	gj;g	114
5910	钇	yn	t	ynt	yn;t	102
5911	鹪	jr	f	jrf	jr;f	25
5912	鞔	mo	c	moc	mo;c	2
5913	缡	ln	a	lna	ln;a	1
5914	铯	se	m	sem	se;m	248
5915	鲚	jn	ir	jnir	jn;ir	6
5917	嘬	zu	q	zuq	zu;q	247
5920	湔	jc	q	jcq	jc;q	9
5921	玎	dl	g	dlg	dl;g	15
5922	锜	qn	h	qnh	qn;h	35
5923	锊	lf	k	lfk	lf;k	12
5924	舾	xn	g	xng	xn;g	10
5925	籼	xc	m	xcm	xc;m	43
5926	阊	vs	k	vsk	vs;k	2
5927	祕	mn	k	mnk	mn;k	36
5928	猊	nn	m	nnm	nn;m	11
5929	燹	xc	n	xcn	xc;n	10
5930	葑	fi	f	fif	fi;f	38
5931	蓼	lr	y	lry	lr;y	115
5932	幛	is	k	isk	is;k	5
5934	浼	mp	g	mpg	mp;g	17
5935	甯	nl	e	nle	nl;e	45
5936	瑷	an	u	anu	an;u	45
5937	敫	jr	m	jrm	jr;m	15
5938	钔	mz	i	mzi	mz;i	12
5939	钫	fs	w	fsw	fs;w	77
5940	锼	st	u	stu	st;u	4
5941	锿	an	t	ant	an;t	12
5943	穸	xn	b	xnb	xn;b	5
5944	褊	bc	y	bcy	bc;y	2
5945	蚍	pn	q	pnq	pn;q	2
5946	篦	bn	m	bnm	bn;m	10
5947	麇	jd	v	jdv	jd;v	10
5947	麇	qd	v	qdv	qd;v	10
5948	樘	ts	b	tsb	ts;b	26
5949	钯	by	b	byb	by;b	438
5951	铒	ah	r	ahr	ah;r	30
5953	莩	fj	u	fju	fj;u	12
5954	嵯	cu	j	cuj	cu;j	7
5955	逭	hh	x	hhx	hh;x	9
5956	遄	vh	u	vhu	vh;u	13
5957	戗	qg	w	qgw	qg;w	31
5958	睃	su	j	suj	su;j	3
5960	瀣	xv	z	xvz	xv;z	5
5961	皴	cd	k	cdk	cd;k	50
5962	泮	po	n	pon	po;n	25
5963	轫	rz	n	rzn	rz;n	5
5964	褰	qc	m	qcm	qc;m	8
5965	炱	tx	q	txq	tx;q	3
5966	醍	tn	x	tnx	tn;x	19
5968	篁	hg	k	hgk	hg;k	90
5969	葚	uz	q	uzq	uz;q	8
5969	葚	rz	q	rzq	rz;q	2
5972	驽	nj	m	njm	nj;m	59
5973	辚	lm	n	lmn	lm;n	1
5974	睥	pn	l	pnl	pn;l	5
5976	筇	qq	r	qqr	qq;r	5
5977	戥	di	c	dic	di;c	8
5978	髀	bn	g	bng	bn;g	29
5979	驺	zt	i	zti	zt;i	18
5981	哙	kl	j	klj	kl;j	59
5982	濞	bn	f	bnf	bn;f	15
5983	逄	ps	q	psq	ps;q	12
5984	桤	qn	u	qnu	qn;u	3
5986	炻	un	s	uns	un;s	11
5988	疳	go	t	got	go;t	1
5989	醭	bj	c	bjc	bj;c	4
5990	鳇	hg	x	hgx	hg;x	4
5991	鹮	hh	i	hhi	hh;i	6
5992	迓	yy	c	yyc	yy;c	8
5993	眇	mr	s	mrs	mr;s	42
5994	楮	vj	z	vjz	vj;z	37
5995	砜	fi	r	fir	fi;r	6
5999	菘	sq	c	sqc	sq;c	112
6000	馇	iy	f	iyf	iy;f	2
6000	馇	vy	f	vyf	vy;f	2
6001	栌	lj	c	ljc	lj;c	12
6002	醐	hj	p	hjp	hj;p	2
6003	唢	su	e	sue	su;e	1
6004	獍	jl	g	jlg	jl;g	4
6005	殳	uj	x	ujx	uj;x	67
6006	仡	ge	r	ger	ge;r	3
6008	刿	gk	r	gkr	gk;r	95
6010	薅	ha	i	hai	ha;i	1337
6011	湓	pz	x	pzx	pz;x	18
6012	搴	qc	n	qcn	qc;n	35
6013	尕	gy	m	gym	gy;m	33
6014	磴	di	n	din	di;n	7
6015	锝	de	r	der	de;r	131
6016	镅	mp	c	mpc	mp;c	71
6017	艚	ca	m	cam	ca;m	6
6018	殄	tc	u	tcu	tc;u	26
6019	暝	ml	r	mlr	ml;r	110
6020	祢	mn	p	mnp	mn;p	13
6021	豉	vn	u	vnu	vn;u	78
6022	垴	na	m	nam	na;m	5
6024	瓿	bj	x	bjx	bj;x	6
6025	煺	tk	r	tkr	tk;r	10
6026	蟥	hg	a	hga	hg;a	1
6027	蹀	dv	u	dvu	dv;u	1
6029	黼	fj	m	fjm	fj;m	41
6030	氙	xc	b	xcb	xc;b	184
6031	铑	la	l	lal	la;l	178
6035	杪	mr	z	mrz	mr;z	24
6037	膂	lk	m	lkm	lk;m	14
6040	酽	yo	a	yoa	yo;a	24
6042	鲷	dr	u	dru	dr;u	30
6044	藁	ga	n	gan	ga;n	18
6045	猡	lu	r	lur	lu;r	5
6046	旒	lb	r	lbr	lb;r	26
6048	锍	lb	l	lbl	lb;l	4
6049	鞲	gt	s	gts	gt;s	5
6050	哿	ge	m	gem	ge;m	3
6051	皤	pu	j	puj	pu;j	13
6052	哏	gz	y	gzy	gz;y	151
6053	殍	pr	l	prl	pr;l	3
6054	漯	lu	m	lum	lu;m	10
6058	谂	uz	p	uzp	uz;p	11
6059	跶	dy	q	dyq	dy;q	6
6060	橥	ij	a	ija	ij;a	2
6061	镬	hu	e	hue	hu;e	100
6062	鸲	qj	w	qjw	qj;w	4
6063	姝	uj	p	ujp	uj;p	239
6064	茭	jr	b	jrb	jr;b	9
6067	畋	tc	r	tcr	tc;r	3
6068	溏	ts	k	tsk	ts;k	24
6069	鲔	wp	q	wpq	wp;q	75
6071	喹	kk	w	kkw	kk;w	3
6074	羼	vo	x	vox	vo;x	6
6075	缧	lp	q	lpq	lp;q	2
6076	窬	yj	n	yjn	yj;n	4
6077	骘	in	k	ink	in;k	6
6078	赉	lx	c	lxc	lx;c	35
6079	镓	jw	v	jwv	jw;v	156
6080	邳	pn	s	pns	pn;s	16
6081	璩	qj	f	qjf	qj;f	7
6082	鸸	ah	v	ahv	ah;v	4
6083	涠	wp	h	wph	wp;h	1
6084	溲	st	r	str	st;r	21
6085	孥	nj	z	njz	nj;z	13
6086	敉	mn	a	mna	mn;a	3
6087	筌	qh	n	qhn	qh;n	6
6093	垓	gx	l	gxl	gx;l	15
6094	苒	ro	m	rom	ro;m	6
6095	荸	bn	b	bnb	bn;b	2
6096	甓	pn	z	pnz	pn;z	6
6098	镄	fp	z	fpz	fp;z	9
6099	脔	lh	q	lhq	lh;q	7
6100	艟	vq	e	vqe	vq;e	2
6104	彘	in	x	inx	in;x	234
6105	檠	ql	f	qlf	ql;f	7
6106	胩	ky	c	kyc	ky;c	3
6107	旄	ma	t	mat	ma;t	57
6108	祆	xc	h	xch	xc;h	7
6110	鲥	un	z	unz	un;z	3
6111	荦	lu	b	lub	lu;b	17
6112	暾	td	k	tdk	td;k	18
6115	缌	sn	e	sne	sn;e	9
6116	飏	ys	k	ysk	ys;k	21
6117	锞	ke	w	kew	ke;w	3
6118	趵	ba	f	baf	ba;f	2
6119	跖	in	a	ina	in;a	178
6120	跬	kk	f	kkf	kk;f	5
6122	皲	jd	l	jdl	jd;l	3
6123	翥	ij	x	ijx	ij;x	4
6124	祎	yn	yr	ynyr	yn;yr	66
6128	芴	wj	m	wjm	wj;m	4
6129	菰	gj	l	gjl	gj;l	66
6130	眙	yn	yg	ynyg	yn;yg	2
6131	锓	qm	n	qmn	qm;n	2
6132	訾	zn	a	zna	zn;a	49
6133	莳	un	w	unw	un;w	44
6134	菪	ds	r	dsr	ds;r	12
6135	槠	ij	p	ijp	ij;p	9
6137	俜	pl	c	plc	pl;c	5
6138	觚	gj	s	gjs	gj;s	40
6139	撄	yl	n	yln	yl;n	7
6140	嵫	zn	j	znj	zn;j	1
6141	桴	fj	b	fjb	fj;b	31
6142	晡	bj	p	bjp	bj;p	33
6143	爨	ch	k	chk	ch;k	49
6144	悫	qf	r	qfr	qf;r	5
6145	锇	ee	s	ees	ee;s	91
6146	锖	qg	n	qgn	qg;n	11
6147	锘	nu	v	nuv	nu;v	11
6148	蝾	rq	s	rqs	rq;s	1
6149	糌	zo	b	zob	zo;b	1
6150	柙	xw	f	xwf	xw;f	8
6151	滹	hj	n	hjn	hj;n	2
6152	睚	yy	b	yyb	yy;b	1
6154	莨	ls	r	lsr	ls;r	2
6155	尻	ka	v	kav	ka;v	105
6156	罨	yo	t	yot	yo;t	42
6157	锔	jj	m	jjm	jj;m	45
6158	筲	ua	t	uat	ua;t	2
6159	妣	bn	k	bnk	bn;k	30
6160	砘	dd	v	ddv	dd;v	1
6161	谳	yo	j	yoj	yo;j	49
6162	钽	to	a	toa	to;a	86
6166	鄹	zt	k	ztk	zt;k	3
6167	菡	ho	j	hoj	ho;j	4
6168	崦	yo	e	yoe	yo;e	1
6169	狺	ym	a	yma	ym;a	1
6170	杌	wj	b	wjb	wj;b	8
6171	秭	zn	e	zne	zn;e	4
6172	舯	iq	k	iqk	iq;k	11
6173	豇	jg	s	jgs	jg;s	4
6174	鲵	nn	g	nng	nn;g	12
6175	蘧	qj	r	qjr	qj;r	20
6176	阚	ko	n	kon	ko;n	24
6177	悝	kk	r	kkr	kk;r	4
6178	铌	nn	f	nnf	nn;f	102
6180	缑	gt	m	gtm	gt;m	5
6181	瑗	yh	e	yhe	yh;e	27
6182	椹	uz	y	uzy	uz;y	19
6183	旰	go	u	gou	go;u	2
6184	魆	xj	l	xjl	xj;l	1
6185	蓍	un	c	unc	un;c	15
6186	蕹	wi	m	wim	wi;m	2
6188	钐	uo	s	uos	uo;s	47
6189	锬	to	f	tof	to;f	1
6190	镪	qg	u	qgu	qg;u	7
6191	绡	xr	j	xrj	xr;j	30
6192	檎	qm	u	qmu	qm;u	1
6194	茕	qq	g	qqg	qq;g	10
6199	侉	kw	y	kwy	kw;y	36
6200	渫	xv	l	xvl	xv;l	7
6201	辂	lj	x	ljx	lj;x	9
6203	轾	in	y	iny	in;y	1
6205	戢	jn	km	jnkm	jn;km	31
6206	趼	jc	l	jcl	jc;l	2
6208	芈	mn	j	mnj	mn;j	149
6209	苈	ln	j	lnj	ln;j	1
6211	歃	uy	q	uyq	uy;q	6
6212	燠	yj	h	yjh	yj;h	17
6213	耜	sn	q	snq	sn;q	8
6214	顸	ho	e	hoe	ho;e	1
6216	哓	xr	e	xre	xr;e	2
6217	澌	sn	t	snt	sn;t	7
6218	郜	ga	y	gay	ga;y	51
6219	徼	jr	h	jrh	jr;h	125
6220	籀	it	b	itb	it;b	40
6221	陬	zt	a	zta	zt;a	38
6222	蕤	rk	r	rkr	rk;r	6
6223	叻	le	f	lef	le;f	161
6225	洇	ym	e	yme	ym;e	88
6226	锎	kx	c	kxc	kx;c	59
6227	舳	ij	y	ijy	ij;y	9
6229	镗	ts	x	tsx	ts;x	58
6230	褙	bp	c	bpc	bp;c	2
6231	耋	dv	z	dvz	dv;z	3
6233	鳡	go	a	goa	go;a	16
6234	鲌	bu	z	buz	bu;z	1
6243	吖	ay	v	ayv	ay;v	367
6243	吖	yy	v	yyv	yy;v	367
6245	桷	jf	y	jfy	jf;y	8
6246	砼	tq	y	tqy	tq;y	63
6248	颟	mo	k	mok	mo;k	1
6249	跽	jn	kb	jnkb	jn;kb	12
6250	悛	qh	u	qhu	qh;u	4
6252	艨	mi	a	mia	mi;a	1
6253	颡	ss	k	ssk	ss;k	23
6254	髹	xb	l	xbl	xb;l	38
6261	葸	xn	h	xnh	xn;h	2
6262	屣	xn	u	xnu	xn;u	7
6263	獒	au	r	aur	au;r	36
6266	锫	pp	t	ppt	pp;t	21
6267	隰	xn	t	xnt	xn;t	43
6268	醌	kd	q	kdq	kd;q	11
6272	岽	dq	n	dqn	dq;n	5
6273	昃	ze	m	zem	ze;m	10
6274	螓	qm	t	qmt	qm;t	2
6275	垧	us	n	usn	us;n	8
6276	廨	xv	s	xvs	xv;s	9
6277	骺	ht	u	htu	ht;u	1
6278	黥	ql	m	qlm	ql;m	101
6279	豳	bm	z	bmz	bm;z	69
6285	荑	tn	h	tnh	tn;h	3
6285	荑	yn	h	ynh	yn;h	3
6286	莶	xc	u	xcu	xc;u	2
6287	蓊	wi	g	wig	wi;g	3
6289	娈	lh	u	lhu	lh;u	8
6291	毽	jc	g	jcg	jc;g	2
6292	砑	yy	s	yys	yy;s	8
6296	怃	wj	q	wjq	wj;q	5
6297	怿	yn	yl	ynyl	yn;yl	5
6298	骐	qn	t	qnt	qn;t	8
6299	腧	uj	a	uja	uj;a	15
6300	霈	pp	a	ppa	pp;a	4
6301	蝻	no	e	noe	no;e	3
6304	墼	jn	pg	jnpg	jn;pg	1
6305	坩	go	f	gof	go;f	2
6306	甏	bi	l	bil	bi;l	20
6307	鹇	xc	p	xcp	xc;p	1
6308	鹣	jc	v	jcv	jc;v	5
6309	舴	ze	g	zeg	ze;g	1
6310	鲭	ql	b	qlb	ql;b	12
6311	傺	vn	l	vnl	vn;l	1
6312	枘	rk	j	rkj	rk;j	4
6313	秕	bn	x	bnx	bn;x	2
6314	糨	jg	n	jgn	jg;n	1
6315	忉	da	c	dac	da;c	5
6320	侑	yt	g	ytg	yt;g	30
6321	萁	qn	k	qnk	qn;k	48
6322	葳	wp	t	wpt	wp;t	9
6323	呙	gu	n	gun	gu;n	8
6324	鹋	mr	c	mrc	mr;c	1
6325	貘	mu	s	mus	mu;s	42
6326	葶	tl	n	tln	tl;n	11
6327	枨	vi	r	vir	vi;r	25
6328	棹	ia	q	iaq	ia;q	88
6329	纛	da	k	dak	da;k	58
6333	嶷	yn	pf	ynpf	yn;pf	10
6336	鹛	mp	m	mpm	mp;m	8
6337	羝	dn	u	dnu	dn;u	11
6338	骖	co	m	com	co;m	38
6339	祧	tr	q	trq	tr;q	41
6341	淠	pn	w	pnw	pn;w	4
6342	畎	qh	t	qht	qh;t	5
6343	箨	tu	t	tut	tu;t	12
6344	鳐	ya	v	yav	ya;v	17
6347	谿	xn	k	xnk	xn;k	38
6348	剡	uo	z	uoz	uo;z	26
6349	吲	ym	o	ymo	ym;o	1
6350	嫫	mu	c	muc	mu;c	1
6351	戽	hj	y	hjy	hj;y	1
6352	糗	qb	c	qbc	qb;c	162
6353	鸮	xr	q	xrq	xr;q	112
6354	蕰	wz	n	wzn	wz;n	5
6355	坼	ve	m	vem	ve;m	29
6356	璺	wz	m	wzm	wz;m	1
6357	栊	lq	c	lqc	lq;c	8
6358	镝	dn	l	dnl	dn;l	273
6359	疔	dl	w	dlw	dl;w	6
6360	瘰	lu	g	lug	lu;g	6
6361	谮	zz	k	zzk	zz;k	24
6362	辋	ws	n	wsn	ws;n	31
6363	碥	bc	b	bcb	bc;b	3
6369	潋	lc	b	lcb	lc;b	2
6370	孓	jf	p	jfp	jf;p	9
6371	螋	st	v	stv	st;v	4
6372	鲳	vs	a	vsa	vs;a	5
6373	铙	na	g	nag	na;g	31
6374	塄	li	f	lif	li;f	2
6375	萆	bn	p	bnp	bn;p	6
6376	碲	dn	s	dns	dn;s	94
6378	纻	ij	i	iji	ij;i	18
6379	沭	uj	y	ujy	uj;y	4
6380	祏	un	m	unm	un;m	14
6390	怍	zu	o	zuo	zu;o	19
6391	糍	cn	m	cnm	cn;m	15
6392	鸻	hi	v	hiv	hi;v	12
6394	柰	nx	s	nxs	nx;s	35
6395	棼	fz	b	fzb	fz;b	7
6398	烀	hj	i	hji	hj;i	21
6399	镔	bm	w	bmw	bm;w	2
6400	珉	mm	z	mmz	mm;z	38
6401	鞬	jc	s	jcs	jc;s	14
6407	犴	ar	w	arw	ar;w	2
6407	犴	ho	w	how	ho;w	2
6408	镠	lb	s	lbs	lb;s	104
6409	觇	vo	t	vot	vo;t	38
6410	钆	gy	b	gyb	gy;b	57
6411	蚺	ro	b	rob	ro;b	14
6414	貔	pn	c	pnc	pn;c	24
6417	绂	fj	q	fjq	fj;q	16
6418	栲	ka	l	kal	ka;l	4
6419	鹎	bp	m	bpm	bp;m	6
6420	襻	po	a	poa	po;a	8
6423	祓	fj	v	fjv	fj;v	52
6426	郿	mp	b	mpb	mp;b	65
6427	骝	lb	p	lbp	lb;p	10
6428	檫	vy	r	vyr	vy;r	32
6429	砟	iy	r	iyr	iy;r	14
6430	蝰	kk	g	kkg	kk;g	451
6431	猱	na	v	nav	na;v	18
6432	缵	zh	k	zhk	zh;k	7
6433	沔	mc	l	mcl	mc;l	50
6434	彖	th	p	thp	th;p	41
6435	黻	fj	z	fjz	fj;z	29
6436	眢	yh	q	yhq	yh;q	5
6437	車	jj	b	jjb	jj;b	178
6444	蕈	xd	e	xde	xd;e	23
6445	骀	dx	a	dxa	dx;a	10
6445	骀	tx	a	txa	tx;a	10
6446	樨	xn	x	xnx	xn;x	2
6447	昝	zo	g	zog	zo;g	7
6449	镎	ny	z	nyz	ny;z	29
6450	酡	tu	f	tuf	tu;f	5
6451	鳜	gk	j	gkj	gk;j	10
6452	觋	xn	y	xny	xn;y	24
6453	礅	dd	l	ddl	dd;l	3
6454	垆	lj	p	ljp	lj;p	69
6455	坻	dn	z	dnz	dn;z	4
6456	荇	xl	t	xlt	xl;t	68
6457	扃	jq	f	jqf	jq;f	32
6458	磻	po	t	pot	po;t	2
6459	郗	xn	a	xna	xn;a	38
6460	阇	dj	k	djk	dj;k	11
6460	阇	ue	k	uek	ue;k	11
6461	腈	jl	w	jlw	jl;w	8
6462	铈	un	g	ung	un;g	57
6469	珙	gq	y	gqy	gq;y	4
6470	襞	bn	y	bny	bn;y	6
6471	劁	qr	y	qry	qr;y	8
6472	隈	wp	f	wpf	wp;f	111
6473	胬	nj	f	njf	nj;f	1
6474	纮	hq	x	hqx	hq;x	43
6475	翙	hk	t	hkt	hk;t	11
6476	茀	fj	w	fjw	fj;w	11
6477	荜	bn	a	bna	bn;a	5
6478	溱	qm	x	qmx	qm;x	21
6479	酤	gj	c	gjc	gj;c	19
6485	圯	yn	xz	ynxz	yn;xz	19
6486	柽	vi	m	vim	vi;m	6
6487	瞀	ma	u	mau	ma;u	9
6488	铖	vi	b	vib	vi;b	22
6489	粞	xn	p	xnp	xn;p	2
6491	铊	ty	q	tyq	ty;q	104
6492	圹	kg	c	kgc	kg;c	20
6493	菝	by	m	bym	by;m	4
6495	岙	au	m	aum	au;m	18
6496	漶	hh	p	hhp	hh;p	5
6498	貊	mu	a	mua	mu;a	35
6500	徂	cj	f	cjf	cj;f	31
6501	洎	jn	im	jnim	jn;im	24
6508	邠	bm	r	bmr	bm;r	64
6509	邽	gk	q	gkq	gk;q	104
6510	溽	rj	s	rjs	rj;s	8
6511	棰	vk	r	vkr	vk;r	18
6512	舭	bn	j	bnj	bn;j	4
6513	艋	mi	j	mij	mi;j	11
6515	聱	au	b	aub	au;b	3
6516	尢	ws	w	wsw	ws;w	15
6518	佾	yn	pr	ynpr	yn;pr	28
6519	蕻	hq	n	hqn	hq;n	3
6520	狁	yd	k	ydk	yd;k	19
6521	绁	xv	w	xvw	xv;w	16
6522	牾	wj	v	wjv	wj;v	1
6523	慝	te	f	tef	te;f	26
6524	蜱	pn	m	pnm	pn;m	13
6525	鬘	mo	p	mop	mo;p	42
6531	堙	ym	y	ymy	ym;y	39
6533	萏	do	a	doa	do;a	3
6534	玟	wz	c	wzc	wz;c	67
6535	椟	dj	m	djm	dj;m	32
6536	铗	jw	z	jwz	jw;z	23
6537	颙	yq	z	yqz	yq;z	35
6538	踬	in	p	inp	in;p	11
6539	筚	bn	i	bni	bn;i	2
6540	矻	kj	c	kjc	kj;c	6
6541	搠	uu	l	uul	uu;l	23
6542	圉	yj	u	yju	yj;u	66
6543	浍	hk	q	hkq	hk;q	16
6543	浍	kl	q	klq	kl;q	16
6545	蛸	ua	l	ual	ua;l	21
6545	蛸	xr	l	xrl	xr;l	21
6550	芘	bn	e	bne	bn;e	14
6551	萜	tv	y	tvy	tv;y	8
6552	鄗	ha	x	hax	ha;x	21
6553	惝	vs	j	vsj	vs;j	1
6554	毵	so	r	sor	so;r	1
6555	鲽	dv	l	dvl	dv;l	9
6556	酞	tx	e	txe	tx;e	2
6558	哚	du	m	dum	du;m	2
6559	溷	hd	q	hdq	hd;q	15
6560	缞	ck	a	cka	ck;a	5
6562	搦	nu	l	nul	nu;l	23
6563	帻	ze	q	zeq	ze;q	13
6565	鲴	gj	x	gjx	gj;x	4
6566	髫	tr	u	tru	tr;u	2
6574	儇	xh	k	xhk	xh;k	12
6575	狴	bn	q	bnq	bn;q	1
6576	迮	ze	v	zev	ze;v	5
6578	趱	zo	v	zov	zo;v	3
6579	椠	qc	b	qcb	qc;b	14
6580	赟	yd	a	yda	yd;a	21
6581	陔	gx	s	gxs	gx;s	11
6582	坌	bz	a	bza	bz;a	8
6583	悃	kd	r	kdr	kd;r	10
6584	塍	vi	g	vig	vi;g	14
6585	疬	ln	e	lne	ln;e	1
6586	麈	ij	m	ijm	ij;m	10
6587	絜	jv	f	jvf	jv;f	12
6587	絜	xv	f	xvf	xv;f	12
6588	脩	xb	s	xbs	xb;s	51
6589	赒	it	u	itu	it;u	3
6590	埒	lv	z	lvz	lv;z	10
6591	镡	to	c	toc	to;c	14
6591	镡	vo	c	voc	vo;c	14
6591	镡	xm	c	xmc	xm;c	14
6592	镨	pj	i	pji	pj;i	22
6593	骎	qm	k	qmk	qm;k	32
6594	骙	kk	l	kkl	kk;l	6
6596	鼩	qj	g	qjg	qj;g	40
6602	鳑	ps	r	psr	ps;r	1
6603	豨	xn	j	xnj	xn;j	64
6604	琚	jj	v	jjv	jj;v	26
6606	鲦	tr	l	trl	tr;l	2
6607	刳	kj	n	kjn	kj;n	21
6608	拶	zo	l	zol	zo;l	11
6609	掊	pt	x	ptx	pt;x	10
6610	泐	le	a	lea	le;a	4
6611	瘗	yn	if	ynif	yn;if	23
6612	雩	yj	q	yjq	yj;q	15
6614	檗	bu	c	buc	bu;c	4
6619	铟	ym	v	ymv	ym;v	111
6624	蒗	ls	v	lsv	ls;v	1
6626	遹	yj	t	yjt	yj;t	19
6628	蝥	ma	q	maq	ma;q	2
6629	茆	ma	o	mao	ma;o	15
6630	蓁	iz	e	ize	iz;e	5
6632	忮	in	j	inj	in;j	2
6636	郫	pn	g	png	pn;g	13
6644	狳	yj	k	yjk	yj;k	1
6647	蓐	rj	x	rjx	rj;x	29
6650	埝	nc	l	ncl	nc;l	8
6651	蕞	zk	m	zkm	zk;m	152
6652	喈	jv	h	jvh	jv;h	1
6653	戋	jc	z	jcz	jc;z	15
6654	赙	fj	f	fjf	fj;f	4
6656	郤	xn	i	xni	xn;i	40
6657	聍	nl	q	nlq	nl;q	3
6658	铷	rj	p	rjp	rj;p	101
6660	腘	gu	q	guq	gu;q	19
6668	秾	nq	v	nqv	nq;v	41
6669	邗	ho	m	hom	ho;m	4
6670	釐	xn	e	xne	xn;e	61
6671	矧	uz	a	uza	uz;a	18
6672	舁	yj	a	yja	yj;a	14
6673	貅	xb	c	xbc	xb;c	10
6675	骢	cq	e	cqe	cq;e	18
6676	阼	zu	m	zum	zu;m	22
6677	垸	yh	r	yhr	yh;r	6
6678	墁	mo	n	mon	mo;n	27
6679	攮	ns	k	nsk	ns;k	32
6680	柝	tu	r	tur	tu;r	4
6681	梃	tl	g	tlg	tl;g	12
6682	眚	ui	a	uia	ui;a	12
6683	箜	kq	f	kqf	kq;f	1
6684	簏	lj	n	ljn	lj;n	22
6685	綮	ql	u	qlu	ql;u	9
6686	鲩	hh	a	hha	hh;a	10
6689	摅	uj	i	uji	uj;i	10
6691	蜾	gu	o	guo	gu;o	1
6692	龂	ym	z	ymz	ym;z	5
6699	脒	mn	i	mni	mn;i	11
6700	箬	ru	m	rum	ru;m	21
6702	埸	yn	ir	ynir	yn;ir	13
6703	颃	hs	x	hsx	hs;x	4
6704	蒹	jc	f	jcf	jc;f	6
6705	瞍	st	l	stl	st;l	17
6706	铫	dr	l	drl	dr;l	9
6706	铫	ya	l	yal	ya;l	9
6707	蒐	st	s	sts	st;s	10
6709	幞	fj	k	fjk	fj;k	3
6711	觏	gt	n	gtn	gt;n	19
6712	媵	yl	g	ylg	yl;g	50
6713	钬	hu	n	hun	hu;n	25
6714	襦	rj	n	rjn	rj;n	31
6715	簋	gk	g	gkg	gk;g	174
6716	翮	he	m	hem	he;m	8
6717	蹯	fo	f	fof	fo;f	8
6723	鲿	vs	i	vsi	vs;i	2
6726	攉	hu	q	huq	hu;q	4
6727	禊	xn	q	xnq	xn;q	28
6728	箐	ql	t	qlt	ql;t	44
6730	癍	bo	i	boi	bo;i	20
6731	霪	ym	w	ymw	ym;w	9
6732	袪	qj	l	qjl	qj;l	19
6733	劓	yn	km	ynkm	yn;km	16
6734	殂	cj	r	cjr	cj;r	34
6735	脞	cu	e	cue	cu;e	2
6738	耵	dl	f	dlf	dl;f	4
6739	泺	lu	v	luv	lu;v	18
6740	埤	pn	f	pnf	pn;f	4
6742	鲐	tx	o	txo	tx;o	8
6750	陴	pn	b	pnb	pn;b	7
6751	橼	yh	v	yhv	yh;v	5
6753	唣	za	s	zas	za;s	2
6754	蜩	tr	s	trs	tr;s	18
6755	埯	ar	f	arf	ar;f	10
6756	蓥	yl	w	ylw	yl;w	2
6759	馘	gu	m	gum	gu;m	31
6760	谫	jc	n	jcn	jc;n	2
6762	廑	jm	z	jmz	jm;z	2
6763	瘐	yj	o	yjo	yj;o	3
6764	躐	lv	l	lvl	lv;l	8
6765	黟	yn	kb	ynkb	yn;kb	4
6778	縠	hj	h	hjh	hj;h	53
6779	揠	yy	z	yyz	yy;z	2
6780	绐	dx	t	dxt	dx;t	18
6782	搛	jc	m	jcm	jc;m	6
6783	黹	in	i	ini	in;i	3
6784	恧	nk	z	nkz	nk;z	3
6786	柒	qn	x	qnx	qn;x	109
6787	裒	pt	y	pty	pt;y	14
6788	栳	la	c	lac	la;c	2
6790	饸	he	q	heq	he;q	3
6793	铕	yt	f	ytf	yt;f	27
6794	絷	in	e	ine	in;e	21
6795	蒨	qc	h	qch	qc;h	3
6799	鲕	ah	l	ahl	ah;l	3
6803	郄	qv	l	qvl	qv;l	8
6805	薤	xv	m	xvm	xv;m	46
6806	鲞	xg	k	xgk	xg;k	5
6807	鼯	wj	z	wjz	wj;z	5
6808	坭	nn	b	nnb	nn;b	2
6809	蔌	sj	i	sji	sj;i	4
6810	缳	hh	j	hhj	hh;j	8
6814	夼	kg	v	kgv	kg;v	1
6815	椐	jj	z	jjz	jj;z	21
6816	轹	ln	q	lnq	ln;q	9
6817	脬	pa	c	pac	pa;c	1
6819	饹	ge	b	geb	ge;b	5
6819	饹	le	b	leb	le;b	5
6820	瘥	vx	r	vxr	vx;r	16
6821	瘵	ix	f	ixf	ix;f	1
6824	邴	bl	v	blv	bl;v	3
6826	鞮	dn	w	dnw	dn;w	24
6827	舄	xn	o	xno	xn;o	12
6829	翛	xr	o	xro	xr;o	13
6831	纩	kg	s	kgs	kg;s	5
6833	唛	mx	g	mxg	mx;g	100
6835	祂	ty	t	tyt	ty;t	412
6842	螵	pr	s	prs	pr;s	1
6845	禛	iz	v	izv	iz;v	6
6846	袆	hk	m	hkm	hk;m	4
6848	邾	ij	b	ijb	ij;b	124
6850	酲	vi	v	viv	vi;v	7
6851	龁	he	g	heg	he;g	186
6852	汔	qn	y	qny	qn;y	7
6853	眄	mc	g	mcg	mc;g	30
6854	眊	ma	f	maf	ma;f	3
6855	鬲	ge	o	geo	ge;o	33
6855	鬲	ln	o	lno	ln;o	33
6857	靸	sy	m	sym	sy;m	22
6860	酺	pj	m	pjm	pj;m	6
6861	狃	nb	a	nba	nb;a	16
6862	轺	ya	s	yas	ya;s	4
6863	霅	iy	g	iyg	iy;g	8
6865	鼷	xn	l	xnl	xn;l	3
