# Simplified Chinese character-reading weights extracted from Baishuang 8105.
# Columns: character<TAB>sit_initial_key<TAB>source_weight<TAB>pinyin
匦	g	5	gui
卦	g	661	gua
古	g	3747	gu
句	g	3	gou
各	g	20609	ge
合	g	2	ge
告	g	1501	gao
呙	g	8	guo
呱	g	121	gua
咕	g	115	gu
咖	g	31	ga
咣	g	153	guang
咯	g	1575	ge
哏	g	151	gen
哥	g	7145	ge
哽	g	11	geng
哿	g	3	ge
嗝	g	292	ge
嘎	g	453	ga
嘏	g	6	gu
噶	g	429	ga
固	g	605	gu
国	g	7173	guo
圪	g	5	ge
圭	g	313	gui
坩	g	2	gan
垓	g	15	gai
垙	g	1	guang
垢	g	113	gou
埂	g	28	geng
埚	g	0	guo
堌	g	14	gu
堽	g	1	gang
塥	g	0	ge
够	g	10268	gou
夬	g	28	guai
妫	g	114	gui
姑	g	257	gu
姤	g	10	gou
姽	g	0	gui
媾	g	18	gou
孤	g	684	gu
宄	g	7	gui
官	g	2959	guan
宫	g	1662	gong
寡	g	210	gua
尕	g	33	ga
尜	g	3	ga
尬	g	1155	ga
尴	g	45	gan
岗	g	4065	gang
岣	g	0	gou
崞	g	9	guo
崮	g	15	gu
工	g	1844	gong
巩	g	199	gong
帼	g	6	guo
干	g	16397	gan
广	g	3917	guang
庋	g	5	gui
庚	g	95	geng
弓	g	3446	gong
彀	g	29	gou
归	g	6627	gui
怪	g	7505	guai
恭	g	263	gong
惯	g	245	guan
感	g	21704	gan
戆	g	10	gang
戈	g	433	ge
戛	g	1	ga
戤	g	0	gai
扛	g	9	gang
拐	g	552	guai
拱	g	650	gong
挂	g	9446	gua
掴	g	14	guai
掼	g	37	guan
搁	g	1328	ge
搞	g	29234	gao
擀	g	138	gan
改	g	11376	gai
攻	g	1994	gong
故	g	7457	gu
敢	g	6273	gan
旮	g	17	ga
旰	g	2	gan
晐	g	0	gai
晷	g	51	gui
暅	g	7	geng
更	g	125721	geng
杆	g	1769	gan
杠	g	2300	gang
杲	g	16	gao
构	g	242	gou
果	g	1852	guo
枸	g	19	gou
柑	g	157	gan
柜	g	761	gui
栝	g	21	gua
根	g	4698	gen
格	g	3985	ge
桂	g	325	gui
桄	g	7	guang
桧	g	23	gui
梏	g	5	gu
梗	g	5783	geng
棍	g	638	gun
棺	g	369	guan
椁	g	37	guo
概	g	117	gai
榖	g	41	gu
槁	g	7	gao
槔	g	12	gao
橄	g	42	gan
歌	g	15474	ge
毂	g	56	gu
毌	g	21	guan
汞	g	541	gong
汩	g	6	gu
沟	g	760	gou
沽	g	94	gu
泔	g	3	gan
洸	g	12	guang
浭	g	2	geng
涡	g	1	guo
涫	g	2	guan
淦	g	380	gan
港	g	2436	gang
溉	g	12	gai
滆	g	4	ge
滚	g	2437	gun
澉	g	1	gan
瀔	g	1	gu
灌	g	968	guan
炅	g	2	gui
爟	g	8	guan
牯	g	7	gu
牿	g	0	gu
犷	g	4	guang
狗	g	12136	gou
玕	g	5	gan
珖	g	0	guang
珙	g	4	gong
珪	g	196	gui
琯	g	17	guan
瑰	g	293	gui
瓘	g	22	guan
瓜	g	1891	gua
甘	g	561	gan
疙	g	5	ge
疳	g	1	gan
痼	g	4	gu
癸	g	156	gui
皈	g	4	gui
皋	g	83	gao
盖	g	3943	gai
盥	g	5	guan
睾	g	26	gao
瞽	g	114	gu
矸	g	2	gan
矼	g	23	gang
硅	g	833	gui
硌	g	290	ge
硔	g	0	gong
磙	g	0	gun
祼	g	25	guan
秆	g	23	gan
稿	g	1748	gao
竿	g	81	gan
笱	g	2	gou
筀	g	0	gui
筦	g	12	guan
筶	g	1	gao
筻	g	0	gang
箍	g	269	gu
管	g	7788	guan
篙	g	16	gao
篝	g	56	gou
簋	g	174	gui
粿	g	334	guo
糕	g	462	gao
纲	g	450	gang
纶	g	2	guan
绀	g	114	gan
给	g	188201	gei
绠	g	1	geng
绲	g	1	gun
缑	g	5	gou
缟	g	48	gao
缸	g	1463	gang
罐	g	934	guan
罟	g	8	gu
罡	g	29	gang
羔	g	11	gao
羖	g	1	gu
羹	g	441	geng
耇	g	0	gou
耕	g	162	geng
耿	g	251	geng
聒	g	3	guo
肛	g	291	gang
肝	g	3656	gan
股	g	4544	gu
肱	g	66	gong
胍	g	27	gua
胱	g	2	guang
胳	g	26	ge
腘	g	19	guo
膈	g	77	ge
膏	g	517	gao
臌	g	0	gu
舸	g	12	ge
艮	g	127	gen
苟	g	664	gou
苷	g	122	gan
茛	g	0	gen
荄	g	3	gai
莞	g	2	guan
菇	g	312	gu
菰	g	66	gu
葛	g	429	ge
蒄	g	0	guan
蓇	g	0	gu
藁	g	18	gao
虢	g	155	guo
虷	g	0	gan
虼	g	0	ge
蚣	g	4	gong
蛄	g	10	gu
蛊	g	277	gu
蛤	g	15	ge
蜾	g	1	guo
蝈	g	5	guo
衮	g	39	gun
袼	g	3	ge
裹	g	701	guo
褂	g	38	gua
观	g	2517	guan
规	g	287	gui
觏	g	19	gou
觚	g	40	gu
觥	g	32	gong
诂	g	45	gu
诖	g	1	gua
诟	g	28	gou
诡	g	302	gui
该	g	67966	gai
诰	g	150	gao
谷	g	1974	gu
贡	g	437	gong
购	g	442	gou
贯	g	380	guan
贵	g	9566	gui
贾	g	29	gu
赅	g	6	gai
赓	g	7	geng
赣	g	143	gan
赶	g	1987	gan
跟	g	147430	gen
跪	g	1509	gui
躬	g	151	gong
轧	g	1	ga
轨	g	1097	gui
轱	g	7	gu
辊	g	39	gun
辜	g	57	gu
过	g	109187	guo
逛	g	3196	guang
遘	g	30	gou
邽	g	104	gui
郜	g	51	gao
郭	g	2742	guo
酐	g	20	gan
酤	g	19	gu
钆	g	57	ga
钙	g	1392	gai
钢	g	1184	gang
钩	g	1071	gou
钴	g	809	gu
铬	g	437	ge
锅	g	6833	guo
锆	g	73	gao
锢	g	15	gu
镉	g	269	ge
镐	g	169	gao
闺	g	24	gui
阁	g	420	ge
陔	g	11	gai
隔	g	1678	ge
雇	g	708	gu
雊	g	7	gou
革	g	276	ge
鞲	g	5	gou
顾	g	1271	gu
颈	g	2	geng
饹	g	5	ge
馃	g	14	guo
馆	g	2030	guan
馉	g	0	gu
馘	g	31	guo
骨	g	1933	gu
骼	g	14	ge
高	g	65920	gao
鬲	g	33	ge
鬶	g	7	gui
鬼	g	4597	gui
鲑	g	26	gui
鲠	g	5	geng
鲧	g	473	gun
鲴	g	4	gu
鳏	g	16	guan
鳜	g	10	gui
鳡	g	16	gan
鳤	g	1	guan
鸪	g	1	gu
鸹	g	2	gua
鸽	g	443	ge
鹄	g	2	gu
鹒	g	0	geng
鹘	g	8	gu
鹳	g	24	guan
鼓	g	2726	gu
龚	g	222	gong
龟	g	832	gui
鿍	g	0	gang
𦙶	g	0	gu
𨐈	g	0	guang
𬇹	g	0	guo
𬒔	g	0	geng
𬮿	g	0	gai
㘎	h	0	han
㧑	h	0	hui
㬊	h	0	huan
㸌	h	0	huo
㿠	h	0	huang
乎	h	2143	hu
互	h	990	hu
亥	h	221	hai
亨	h	261	heng
伙	h	150	huo
会	h	328671	hui
何	h	1905	he
佸	h	1	huo
侯	h	1282	hou
候	h	358	hou
冱	h	4	hu
凰	h	72	huang
函	h	400	han
划	h	1835	hua
劐	h	3	huo
劾	h	30	he
化	h	15973	hua
卉	h	86	hui
华	h	1363	hua
厚	h	3768	hou
号	h	63550	hao
合	h	2950	he
后	h	277470	hou
吓	h	22	he
含	h	7617	han
吭	h	1	hang
吼	h	1987	hou
吽	h	34	hong
呵	h	1775	he
呼	h	1132	hu
和	h	2111735	he
咍	h	12	hai
咳	h	14	hai
咴	h	11	hui
哄	h	1004	hong
哈	h	16497	ha
哕	h	5	hui
哗	h	143	hua
哼	h	2910	heng
唝	h	3	hong
唤	h	440	huan
唬	h	211	hu
唿	h	6	hu
喉	h	341	hou
喊	h	6187	han
喙	h	275	hui
喝	h	13171	he
喤	h	3	huang
嗐	h	163	hai
嗥	h	11	hao
嗨	h	2908	hai
嗬	h	169	he
嘿	h	2186	hei
嚄	h	10	huo
嚆	h	0	hao
嚎	h	374	hao
嚯	h	366	huo
回	h	13977	hui
囫	h	1	hu
圜	h	40	huan
坏	h	4555	huai
垎	h	2	he
垕	h	11	hou
垾	h	0	han
堠	h	19	hou
堼	h	0	heng
壑	h	20	he
壕	h	467	hao
壶	h	3441	hu
夥	h	15	huo
夯	h	55	hang
奂	h	17	huan
好	h	124546	hao
姮	h	9	heng
婚	h	369	hun
婳	h	15	hua
媓	h	1	huang
嫭	h	1	hu
嬛	h	394	huan
孩	h	188	hai
宏	h	1068	hong
宦	h	15	huan
害	h	2022	hai
寒	h	1222	han
寰	h	163	huan
岵	h	6	hu
峘	h	0	huan
崡	h	0	han
嵅	h	0	han
巷	h	2	hang
幌	h	63	huang
幻	h	575	huan
弘	h	122	hong
弧	h	381	hu
彗	h	8	hui
很	h	86016	hen
徊	h	9	huai
徨	h	8	huang
徽	h	100	hui
忽	h	596	hu
怀	h	553	huai
怙	h	14	hu
恍	h	49	huang
恒	h	605	heng
恚	h	36	hui
恢	h	147	hui
恨	h	2840	hen
悍	h	132	han
悔	h	305	hui
患	h	1600	huan
惑	h	118	huo
惚	h	11	hu
惛	h	4	hun
惠	h	605	hui
惶	h	6	huang
慌	h	1463	huang
慧	h	183	hui
憨	h	452	han
憾	h	68	han
或	h	209059	huo
户	h	2230	hu
戽	h	1	hu
扈	h	22	hu
扞	h	17	han
护	h	872	hu
挥	h	461	hui
捍	h	34	han
换	h	18772	huan
撖	h	1	han
撼	h	41	han
擐	h	9	huan
攉	h	4	huo
斛	h	174	hu
旱	h	286	han
昈	h	1	hu
昊	h	79	hao
昏	h	265	hun
昒	h	0	hu
晃	h	929	huang
晖	h	91	hui
晗	h	37	han
晦	h	47	hui
暵	h	2	han
曷	h	104	he
杭	h	248	hang
核	h	3581	he
桁	h	37	heng
桓	h	216	huan
桦	h	15	hua
桧	h	1	hui
槐	h	49	huai
槲	h	2	hu
横	h	1942	heng
橞	h	2	hui
欢	h	417	huan
毁	h	1178	hui
毫	h	131	hao
氦	h	1502	hai
汇	h	803	hui
汉	h	3160	han
汗	h	2356	han
沆	h	9	hang
沪	h	804	hu
河	h	2141	he
泓	h	98	hong
洄	h	14	hui
洪	h	401	hong
洹	h	46	huan
活	h	9137	huo
浍	h	16	hui
浑	h	301	hun
浒	h	2	hu
浛	h	1	han
浣	h	166	huan
浩	h	292	hao
海	h	3897	hai
涣	h	50	huan
涵	h	117	han
涸	h	41	he
淏	h	13	hao
淮	h	309	huai
淴	h	3	hu
混	h	8453	hun
湖	h	1998	hu
湟	h	16	huang
溃	h	1	hui
溷	h	15	hun
滉	h	27	huang
滑	h	1869	hua
滹	h	2	hu
漶	h	5	huan
漷	h	4	huo
潢	h	23	huang
澴	h	5	huan
濠	h	74	hao
濩	h	18	huo
瀚	h	44	han
灏	h	70	hao
火	h	8400	huo
灰	h	2616	hui
烀	h	21	hu
烘	h	661	hong
烠	h	1	hui
烩	h	242	hui
焊	h	418	han
焓	h	219	han
焕	h	96	huan
煌	h	108	huang
煳	h	16	hu
熇	h	12	he
犴	h	2	han
狐	h	222	hu
狠	h	2204	hen
猢	h	1	hu
猴	h	1037	hou
猾	h	8	hua
獾	h	94	huan
玒	h	0	hong
环	h	3001	huan
珩	h	44	heng
珲	h	11	hui
琀	h	3	han
琥	h	3	hu
瑚	h	89	hu
瑝	h	0	huang
璜	h	23	huang
瓠	h	67	hu
画	h	15851	hua
痕	h	175	hen
痪	h	1	huan
瘊	h	3	hou
癀	h	2	huang
皇	h	845	huang
皓	h	209	hao
皞	h	94	hao
盉	h	26	he
盍	h	50	he
盒	h	1981	he
睆	h	2	huan
砉	h	8	hua
硊	h	0	hui
碈	h	0	hun
磺	h	16	huang
祜	h	20	hu
祸	h	297	huo
禾	h	388	he
秽	h	67	hui
竑	h	10	hong
笏	h	41	hu
篁	h	90	huang
篌	h	0	hou
簧	h	188	huang
糇	h	3	hou
糊	h	1234	hu
縠	h	53	hu
红	h	7811	hong
纥	h	27	he
纮	h	43	hong
绗	h	3	hang
绘	h	380	hui
缓	h	481	huan
缳	h	8	huan
罕	h	127	han
翃	h	5	hong
翙	h	11	hui
翚	h	13	hui
翮	h	8	he
翯	h	7	he
翰	h	65	han
耗	h	1120	hao
耠	h	1	huo
肓	h	11	huang
胡	h	2335	hu
胲	h	0	hai
航	h	257	hang
艎	h	3	huang
花	h	22897	hua
茴	h	470	hui
荁	h	0	huan
荒	h	522	huang
荟	h	33	hui
荤	h	301	hun
荭	h	1	hong
荷	h	401	he
获	h	2366	huo
菏	h	10	he
菡	h	4	han
萑	h	14	huan
葫	h	25	hu
蒿	h	153	hao
蔊	h	0	han
蕙	h	69	hui
蕻	h	3	hong
薅	h	1337	hao
薨	h	241	hong
藿	h	47	huo
蘅	h	18	heng
虎	h	1943	hu
虷	h	0	han
虹	h	330	hong
虺	h	81	hui
蚝	h	278	hao
蚶	h	30	han
蛔	h	9	hui
蛤	h	334	ha
蝗	h	62	huang
蝴	h	3	hu
蟥	h	1	huang
蟪	h	1	hui
蠖	h	4	huo
行	h	1000	hang
衡	h	138	heng
袆	h	4	hui
褐	h	137	he
觟	h	0	hua
觳	h	11	hu
訇	h	4	hong
讧	h	2	hong
讳	h	171	hui
诃	h	30	he
诙	h	5	hui
话	h	12953	hua
诨	h	5	hun
诲	h	44	hui
谎	h	245	huang
谼	h	0	hong
豁	h	352	huo
豢	h	40	huan
豪	h	626	hao
貆	h	1	huan
貉	h	27	hao
货	h	5474	huo
贺	h	484	he
贿	h	11	hui
赫	h	438	he
踝	h	131	huai
轰	h	779	hong
轷	h	1	hu
辉	h	410	hui
还	h	206072	hai
逅	h	6	hou
逭	h	9	huan
遑	h	23	huang
邗	h	4	han
邯	h	755	han
郃	h	63	he
郇	h	24	huan
郈	h	0	hou
郝	h	274	hao
鄗	h	21	hao
鄠	h	11	hu
酣	h	72	han
醐	h	2	hu
醢	h	131	hai
钬	h	25	huo
铧	h	6	hua
铪	h	83	ha
锪	h	0	huo
锽	h	9	huang
锾	h	0	huan
镐	h	4	hao
镬	h	100	huo
镮	h	6	huan
闳	h	38	hong
阂	h	2	he
阍	h	10	hun
阖	h	194	he
隍	h	3	huang
隳	h	40	hui
隺	h	2	he
霍	h	738	huo
鞨	h	0	he
韩	h	2634	han
顸	h	1	han
颃	h	4	hang
颌	h	76	he
颔	h	44	han
颢	h	9	hao
饸	h	3	he
馄	h	7	hun
骅	h	15	hua
骇	h	54	hai
骸	h	38	hai
骺	h	1	hou
鬟	h	3	huan
魂	h	1858	hun
鲎	h	143	hou
鲘	h	0	hou
鲩	h	10	huan
鳇	h	4	huang
鳠	h	3	hu
鸻	h	12	heng
鸿	h	254	hong
鹄	h	29	hu
鹕	h	2	hu
鹖	h	32	he
鹘	h	8	hu
鹤	h	584	he
鹮	h	6	huan
鹱	h	3	hu
麾	h	56	hui
黄	h	5843	huang
黉	h	12	hong
黑	h	22743	hei
鼾	h	18	han
齁	h	200	hou
龁	h	186	he
龢	h	13	he
𤩽	h	0	huan
𨱑	h	0	huang
𫟹	h	0	hong
𬌗	h	0	he
𬘫	h	0	huan
𬣳	h	0	hen
𬤝	h	0	hui
𬭎	h	0	hong
𬭤	h	0	hou
𬭬	h	0	hui
𬭶	h	0	hei
𬴃	h	0	huo
㬚	i	0	che
㳘	i	0	chong
䝙	i	0	chu
䢺	i	0	chu
䲠	i	0	chun
丑	i	4443	chou
丞	i	197	cheng
串	i	1442	chuan
乘	i	2249	cheng
亍	i	28	chu
产	i	1992	chan
仇	i	596	chou
传	i	6270	chuan
伥	i	8	chang
侈	i	20	chi
侘	i	350	cha
侪	i	15	chai
侴	i	0	chou
俦	i	48	chou
俶	i	34	chu
倕	i	15	chui
倡	i	26	chang
偁	i	9	cheng
偿	i	90	chang
储	i	154	chu
傺	i	1	chi
儳	i	0	chan
充	i	2060	chong
冁	i	0	chan
冲	i	6622	chong
出	i	44496	chu
刍	i	46	chu
创	i	1318	chuang
初	i	3364	chu
刬	i	11	chan
刹	i	2	cha
匙	i	3	chi
单	i	2	chan
厂	i	3503	chang
厨	i	809	chu
叉	i	799	cha
叱	i	73	chi
吃	i	47432	chi
吵	i	1960	chao
吹	i	12365	chui
呈	i	5547	cheng
哧	i	34	chi
唇	i	936	chun
唱	i	10966	chang
啜	i	129	chuo
啴	i	2	chan
啻	i	6	chi
喘	i	446	chuan
喳	i	1	cha
嗔	i	258	chen
嗤	i	106	chi
嘲	i	267	chao
噇	i	0	chuang
噌	i	4	cheng
嚓	i	32	cha
圌	i	72	chui
场	i	10830	chang
坼	i	29	che
垂	i	481	chui
垞	i	5	cha
城	i	5002	cheng
埕	i	17	cheng
堾	i	0	chun
塍	i	14	cheng
墀	i	4	chi
处	i	16326	chu
姹	i	17	cha
娼	i	50	chang
婵	i	53	chan
媸	i	39	chi
嫦	i	10	chang
孱	i	2	chan
宠	i	726	chong
宬	i	6	cheng
宸	i	114	chen
察	i	261	cha
尘	i	405	chen
尝	i	771	chang
尺	i	798	chi
岔	i	59	cha
崇	i	215	chong
嵖	i	0	cha
巉	i	7	chan
川	i	987	chuan
巢	i	312	chao
差	i	19115	cha
帱	i	3	chou
常	i	4999	chang
幢	i	1	chuang
床	i	4117	chuang
庱	i	0	cheng
廛	i	6	chan
弛	i	20	chi
弨	i	1	chao
彳	i	65	chi
彻	i	145	che
徜	i	3	chang
忏	i	10	chan
忡	i	1	chong
忱	i	13	chen
怅	i	29	chang
怆	i	12	chuang
怊	i	3	chao
怵	i	154	chu
惆	i	8	chou
惙	i	1	chuo
惝	i	1	chang
惩	i	40	cheng
愁	i	1053	chou
憕	i	0	cheng
憧	i	12	chong
憷	i	5	chu
成	i	27010	cheng
戳	i	5624	chuo
扯	i	5676	che
承	i	732	cheng
抄	i	7354	chao
抻	i	267	chen
抽	i	5428	chou
拆	i	3532	chai
持	i	2347	chi
捶	i	686	chui
掣	i	68	che
掺	i	381	chan
插	i	3328	cha
揣	i	377	chuai
搀	i	111	chan
搋	i	4	chuai
搐	i	2	chu
搽	i	95	cha
摏	i	4	chong
摛	i	12	chi
摴	i	1	chu
撑	i	1357	cheng
撤	i	1135	che
敕	i	440	chi
敞	i	58	chang
斥	i	91	chi
斶	i	4	chu
旵	i	1	chan
昌	i	265	chang
春	i	2039	chun
昶	i	23	chang
晁	i	108	chao
晟	i	1	cheng
晨	i	252	chen
朝	i	4354	chao
杈	i	45	cha
杵	i	323	chu
杻	i	4	chou
枨	i	25	cheng
查	i	6368	cha
柴	i	802	chai
柽	i	6	cheng
梣	i	10	chen
梴	i	4	chan
棰	i	18	chui
棽	i	3	chen
椆	i	3	chou
椽	i	50	chuan
椿	i	339	chun
楚	i	1738	chu
楮	i	37	chu
榇	i	3	chen
槌	i	115	chui
槎	i	67	cha
樗	i	10	chu
橙	i	1252	cheng
橱	i	35	chu
檫	i	32	cha
欻	i	5	chua
氅	i	9	chang
氚	i	564	chuan
汊	i	12	cha
池	i	1739	chi
沉	i	1069	chen
浐	i	37	chan
涌	i	1	chong
淳	i	144	chun
滁	i	24	chu
漦	i	5	chi
漴	i	1	chong
潮	i	1185	chao
潺	i	4	chan
澂	i	11	cheng
澄	i	159	cheng
澈	i	54	che
澶	i	43	chan
濋	i	1	chu
瀍	i	1	chan
炊	i	133	chui
炒	i	4642	chao
炽	i	57	chi
焯	i	243	chao
煁	i	4	chen
牚	i	2	cheng
犨	i	2	chou
猖	i	15	chang
猹	i	117	cha
珫	i	1	chong
珵	i	14	cheng
珹	i	3	cheng
琛	i	186	chen
琡	i	0	chu
琤	i	14	cheng
瑃	i	0	chun
瓻	i	0	chi
畅	i	200	chang
畜	i	83	chu
畴	i	31	chou
疢	i	3	chen
疮	i	145	chuang
痓	i	0	chi
痴	i	405	chi
瘛	i	6	chi
瘥	i	16	chai
瘳	i	20	chou
盛	i	798	cheng
眵	i	3	chi
瞅	i	515	chou
瞋	i	13	chen
瞠	i	3	cheng
矗	i	32	chu
砗	i	0	che
础	i	44	chu
碜	i	4	chen
碴	i	30	cha
禅	i	457	chan
种	i	2	chong
秤	i	452	cheng
称	i	10270	cheng
程	i	1154	cheng
稠	i	152	chou
穿	i	11449	chuan
窗	i	1186	chuang
笞	i	53	chi
筹	i	269	chou
篪	i	2	chi
纯	i	15335	chun
绌	i	21	chu
绰	i	28	chuo
绸	i	39	chou
缠	i	583	chan
羼	i	6	chan
翀	i	5	chong
翅	i	330	chi
耖	i	0	chao
耻	i	127	chi
肠	i	590	chang
胣	i	0	chi
臣	i	2042	chen
臭	i	1787	chou
舂	i	94	chong
舛	i	51	chuan
船	i	5140	chuan
艟	i	2	chong
苌	i	6	chang
茌	i	4	chi
茝	i	13	chai
茬	i	325	cha
茶	i	6506	cha
茺	i	1	chong
莼	i	15	chun
菖	i	3	chang
蒇	i	2	chan
虫	i	1881	chong
虿	i	26	chai
蚩	i	64	chi
蛏	i	8	cheng
蜍	i	1	chu
蝉	i	430	chan
蝽	i	38	chun
螭	i	76	chi
蟾	i	36	chan
蠢	i	1947	chun
衩	i	2	cha
衬	i	247	chen
裎	i	0	cheng
裳	i	2	chang
褚	i	301	chu
褫	i	17	chi
襜	i	16	chan
觇	i	38	chan
触	i	406	chu
诚	i	474	cheng
诧	i	5	cha
谄	i	13	chan
谌	i	20	chen
谗	i	81	chan
谶	i	83	chen
豉	i	78	chi
豺	i	45	chai
赤	i	790	chi
赪	i	8	cheng
趁	i	2775	chen
超	i	13795	chao
踌	i	1	chou
踔	i	8	chuo
踟	i	0	chi
踹	i	1418	chuai
蹅	i	0	cha
蹰	i	0	chu
躇	i	1	chu
躔	i	27	chan
车	i	28616	che
辍	i	39	chuo
辰	i	562	chen
辿	i	9	chan
迟	i	683	chi
逞	i	93	cheng
逴	i	2	chuo
遄	i	13	chuan
郴	i	1	chen
酬	i	121	chou
酲	i	7	cheng
醇	i	904	chun
重	i	4267	chong
钏	i	54	chuan
钗	i	102	chai
钞	i	376	chao
铖	i	22	cheng
铛	i	1	cheng
铲	i	970	chan
铳	i	122	chong
锄	i	163	chu
锤	i	2664	chui
锸	i	6	cha
镡	i	14	chan
镲	i	302	cha
镵	i	2	chan
长	i	11739	chang
闯	i	578	chuang
阊	i	2	chang
阐	i	26	chan
陈	i	5833	chen
除	i	10533	chu
陲	i	4	chui
雏	i	73	chu
雠	i	56	chou
韂	i	7	chan
颤	i	394	chan
饬	i	23	chi
馇	i	2	cha
馋	i	951	chan
驰	i	318	chi
骋	i	34	cheng
骣	i	2	chan
鬯	i	16	chang
魑	i	15	chi
鲳	i	5	chang
鲿	i	2	chang
鸱	i	8	chi
鹑	i	32	chun
黜	i	85	chu
齿	i	654	chi
龀	i	3	chen
龊	i	15	chuo
𥻗	i	0	cha
𫄨	i	0	chi
𬊤	i	0	chan
𬘭	i	0	chen
𬬮	i	0	chang
𬭚	i	0	chun
𬺓	i	0	chu
㛃	j	0	jie
㠇	j	0	jiu
㴔	j	0	ji
㵐	j	0	jue
䌹	j	0	jiong
䐃	j	0	jun
䴔	j	0	jiao
䴖	j	0	jing
䴗	j	0	ju
丼	j	47	jing
举	j	3528	ju
久	j	2736	jiu
九	j	4102	jiu
乩	j	33	ji
井	j	865	jing
亟	j	75	ji
交	j	8677	jiao
京	j	783	jing
仅	j	14293	jin
今	j	4694	jin
介	j	359	jie
件	j	6447	jian
价	j	3402	jia
伋	j	28	ji
伎	j	61	ji
伽	j	326	jia
佳	j	887	jia
佶	j	6	ji
佼	j	10	jiao
侥	j	6	jiao
俊	j	458	jun
俭	j	54	jian
俱	j	640	ju
倔	j	231	jue
倞	j	9	jing
借	j	8652	jie
倦	j	120	juan
倨	j	22	ju
假	j	7145	jia
偈	j	59	ji
健	j	500	jian
傕	j	13	jue
僦	j	12	jiu
僬	j	0	jiao
僭	j	275	jian
僵	j	542	jiang
儆	j	17	jing
兢	j	2	jing
具	j	1328	ju
兼	j	4400	jian
冀	j	163	ji
冏	j	68	jiong
军	j	4825	jun
决	j	359	jue
净	j	1708	jing
减	j	3446	jian
几	j	3668	ji
击	j	878	ji
刭	j	6	jing
剂	j	1265	ji
剑	j	5570	jian
剞	j	7	ji
剧	j	4111	ju
剪	j	2372	jian
剿	j	129	jiao
劂	j	0	jue
加	j	33613	jia
劫	j	769	jie
劲	j	2077	jin
劼	j	12	jie
匠	j	409	jiang
即	j	61899	ji
卷	j	11054	juan
卺	j	0	jin
厥	j	160	jue
厩	j	36	jiu
及	j	92194	ji
句	j	4655	ju
叫	j	59607	jiao
叽	j	218	ji
吉	j	1335	ji
君	j	7582	jun
咀	j	27	ju
咎	j	94	jiu
唧	j	35	ji
啾	j	270	jiu
喈	j	1	jie
嗟	j	126	jie
嘉	j	551	jia
噍	j	1	jiao
噘	j	37	jue
噤	j	14	jin
嚼	j	496	jiao
囧	j	1943	jiong
圈	j	254	juan
圾	j	57	ji
均	j	13503	jun
坚	j	188	jian
坰	j	15	jiong
垍	j	18	ji
基	j	2251	ji
堇	j	187	jin
堲	j	1	ji
境	j	579	jing
墐	j	2	jin
墼	j	1	ji
夹	j	3022	jia
奇	j	44	ji
奖	j	6058	jiang
奸	j	249	jian
妓	j	116	ji
妗	j	7	jin
姐	j	3561	jie
姜	j	2670	jiang
姞	j	15	ji
姣	j	28	jiao
姬	j	945	ji
娇	j	260	jiao
娟	j	245	juan
娵	j	11	ju
婕	j	28	jie
婧	j	36	jing
嫁	j	1021	jia
嫉	j	47	ji
孑	j	32	jie
孓	j	9	jue
季	j	2420	ji
家	j	29921	jia
寂	j	870	ji
寄	j	1629	ji
将	j	189390	jiang
尖	j	1136	jian
就	j	617569	jiu
尽	j	2868	jin
局	j	4577	ju
居	j	1491	ju
届	j	8712	jie
屐	j	13	ji
屦	j	17	ju
岊	j	0	jie
岌	j	4	ji
岠	j	0	ju
岨	j	2	ju
岬	j	50	jia
峤	j	10	jiao
峧	j	1	jiao
峻	j	62	jun
崌	j	3	ju
崛	j	41	jue
嵇	j	27	ji
嵴	j	36	ji
巨	j	1837	ju
己	j	681	ji
巾	j	109	jin
廑	j	2	jin
建	j	3287	jian
弆	j	0	ju
弶	j	2	jiang
强	j	2	jiang
径	j	236	jing
徛	j	0	ji
徼	j	125	jiao
忌	j	821	ji
急	j	2364	ji
恔	j	0	jiao
恝	j	3	jia
悈	j	1	jie
悸	j	8	ji
惊	j	792	jing
惎	j	4	ji
惧	j	267	ju
憬	j	11	jing
戋	j	15	jian
戒	j	796	jie
戛	j	23	jia
戟	j	309	ji
戢	j	31	ji
截	j	1092	jie
戬	j	5	jian
扃	j	32	jiong
技	j	1062	ji
抉	j	13	jue
拒	j	1146	ju
拘	j	95	ju
拣	j	338	jian
拮	j	6	jie
挤	j	2461	ji
捃	j	2	jun
捐	j	1153	juan
捡	j	2887	jian
据	j	10948	ju
捷	j	186	jie
掎	j	5	ji
掘	j	218	jue
接	j	7697	jie
掬	j	58	ju
揪	j	627	jiu
揭	j	389	jie
搅	j	705	jiao
搛	j	6	jian
撅	j	352	jue
攫	j	29	jue
救	j	4561	jiu
教	j	8984	jiao
敫	j	15	jiao
敬	j	1048	jing
斝	j	31	jia
斠	j	6	jiao
斤	j	8267	jin
旌	j	63	jing
既	j	15752	ji
旧	j	7013	jiu
晋	j	1040	jin
晙	j	3	jun
景	j	1142	jing
晶	j	135	jing
暕	j	3	jian
暨	j	403	ji
期	j	2	ji
机	j	8380	ji
杰	j	546	jie
极	j	4836	ji
枅	j	0	ji
枧	j	6	jian
架	j	3014	jia
枷	j	117	jia
枸	j	2	ju
柜	j	2	ju
柩	j	12	jiu
柬	j	41	jian
校	j	29	jiao
桀	j	108	jie
桊	j	0	juan
桔	j	52	jie
桕	j	0	jiu
